SMILES,logP,fold_0,fold_1,fold_2,fold_3,fold_4
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09,train,train,train,val,train
c1cncnc1,1.1,train,val,train,train,train
Clc1ccc(cc1)N(=O)=O,-2.92,train,train,val,train,train
CCC(=O)OC,-0.14,train,val,train,train,train
Clc1ccccc1N(=O)=O,-2.55,train,train,val,train,train
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,train,train,train,val,train
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-1.877,train,val,train,train,train
O=N(=O)c1ccccc1,-1.8,val,train,train,train,train
Ic1ccccc1,-3.01,train,train,train,val,train
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O,-3.78,train,train,train,train,val
COc1ccccc1OCC(O)COC(N)=O,-0.985,train,train,train,val,train
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19,train,train,val,train,train
Oc1cccc(Cl)c1Cl,-1.3,train,train,train,train,val
CCCC(=O)OC,-1.92,val,train,train,train,train
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,train,train,train,train,val
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404,train,train,train,train,val
CCCCCC(=O)OCC,-2.35,train,val,train,train,train
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl,-1.84,val,train,train,train,train
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-5.47,train,train,val,train,train
COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,train,train,val,train,train
CCCCCCC=C,-4.44,train,train,train,train,val
Cc1ccc(N)cc1,-1.21,train,train,train,train,val
Nc1nccs1,-0.36,train,train,train,train,val
c1ccccc1(OC(=O)NC),-1.803,train,train,train,train,val
CCCC(O)CC,-0.8,val,train,train,train,train
c3ccc2c(O)c1ccccc1cc2c3,-4.73,train,val,train,train,train
Cc1ccc2cc3ccccc3cc2c1,-6.96,train,val,train,train,train
Cc1cccc(C)c1C,-3.2,train,train,train,train,val
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,train,train,train,train,val
CCCCCCCC(C)O,-2.74,train,train,val,train,train
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.35,val,train,train,train,train
CCCC(=O)CC,-0.83,train,train,val,train,train
Oc1c(Br)cc(C#N)cc1Br,-3.33,train,train,val,train,train
Clc1ccc(cc1Cl)c2ccccc2,-6.39,train,train,train,train,val
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-4.873,train,val,train,train,train
Oc1cccc2ncccc12,-2.54,train,train,train,val,train
CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14,train,train,train,train,val
CCOc2ccc1nc(sc1c2)S(N)(=O)=O,-3.81,train,train,train,train,val
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,train,train,train,train,val
ClCBr,-0.89,train,train,train,val,train
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23,val,train,train,train,train
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-4.63,val,train,train,train,train
NC(=O)NCc1ccccc1,-0.95,train,train,train,train,val
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483,train,train,train,val,train
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592,train,train,val,train,train
OC1CCCCCC1,-0.88,train,val,train,train,train
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,-2.154,train,train,train,train,val
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36,val,train,train,train,train
CC(=O)Nc1nnc(s1)S(N)(=O)=O,-2.36,train,train,val,train,train
Oc1ccc(cc1)N(=O)=O,-0.74,val,train,train,train,train
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-6.307,train,train,train,val,train
C1CCOC1,0.49,train,train,train,train,val
Nc1ccccc1N(=O)=O,-1.96,train,train,val,train,train
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28,train,train,val,train,train
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.81,train,train,train,train,val
Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0,train,train,train,val,train
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,val,train,train,train,train
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.4110000000000005,train,train,train,val,train
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O,-5.4,train,train,val,train,train
c1(Br)c(Br)cc(Br)cc1,-4.5,val,train,train,train,train
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O,-3.952,train,val,train,train,train
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356,val,train,train,train,train
c1(O)c(C)ccc(C(C)C)c1,-2.08,train,train,val,train,train
C1SC(=S)NC1(=O),-1.77,train,val,train,train,train
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O,-3.083,val,train,train,train,train
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,-5.259,val,train,train,train,train
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,train,val,train,train,train
C1CCCCC1,-3.1,train,train,val,train,train
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278,train,val,train,train,train
CN(C)C=Nc1ccc(Cl)cc1C,-2.86,train,val,train,train,train
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24,train,train,val,train,train
CCCCCCCCO,-2.39,val,train,train,train,train
CCSCC,-1.34,val,train,train,train,train
ClCCCl,-1.06,train,train,train,val,train
CCC(C)(C)Cl,-2.51,train,train,train,train,val
ClCCBr,-1.32,train,val,train,train,train
Nc1ccc(cc1)N(=O)=O,-2.37,train,train,val,train,train
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244,train,train,train,train,val
CCN2c1ncccc1N(CC)C(=O)c3cccnc23,-2.86,val,train,train,train,train
Clc1ccccc1,-2.38,train,train,train,val,train
CCCCCCCC=C,-5.05,train,train,val,train,train
Brc1ccc(I)cc1,-4.56,val,train,train,train,train
CCC(C)(O)CC,-0.36,train,train,val,train,train
CCCCCc1ccccc1,-4.64,train,val,train,train,train
NC(=O)NC1NC(=O)NC1=O,-1.6,train,val,train,train,train
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-4.571000000000001,train,val,train,train,train
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,train,train,val,train,train
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.184,train,val,train,train,train
Clc1cccc2ccccc12,-3.93,train,train,train,val,train
CCN2c1ccccc1N(C)C(=O)c3ccccc23,-4.749,val,train,train,train,train
CCCCC(C)O,-0.89,train,train,val,train,train
CCCC1CCCC1,-4.74,train,train,train,train,val
CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735,train,train,val,train,train
Oc1ccc(Cl)c(Cl)c1,-1.25,val,train,train,train,train
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017000000000001,val,train,train,train,train
c2ccc1ocnc1c2,-1.16,train,train,train,train,val
CCCCCO,-0.6,train,train,train,train,val
CCN(CC)c1ccccc1,-3.03,train,val,train,train,train
Fc1cccc(F)c1,-2.0,train,val,train,train,train
ClCCC#N,-0.29,train,train,train,val,train
CC(C)(C)Cc1ccccc1,-4.15,val,train,train,train,train
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322,val,train,train,train,train
Clc1ccccc1I,-3.54,train,train,train,train,val
c2ccc1[nH]nnc1c2,-0.78,train,val,train,train,train
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8,train,train,val,train,train
Cc1cccc(C)c1O,-1.29,train,train,train,val,train
CC(C)C(C)O,-0.18,train,train,train,val,train
c1ccccc1C(O)c2ccccc2,-2.55,train,train,train,train,val
CCCCCCCCCC(=O)OC,-4.69,train,train,train,train,val
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31,train,train,train,val,train
CC(C)CBr,-2.43,train,train,train,train,val
CCI,-1.6,train,train,val,train,train
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95,train,train,train,val,train
CCCCCCBr,-3.81,train,val,train,train,train
CCCC(C)C,-3.74,val,train,train,train,train
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001,val,train,train,train,train
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,-2.73,train,train,train,val,train
ON=Cc1ccc(o1)N(=O)=O,-2.19,val,train,train,train,train
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003,val,train,train,train,train
Nc1nc[nH]n1,0.522,train,train,val,train,train
BrC(Br)Br,-1.91,train,train,train,train,val
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,train,val,train,train,train
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233,train,val,train,train,train
OCc1ccccc1,-0.4,train,train,val,train,train
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2,-2.84,train,train,train,val,train
Oc1ccc(Br)cc1,-1.09,train,train,train,val,train
CC(C)Br,-1.59,val,train,train,train,train
CC(C)CC(C)(C)C,-4.74,train,train,val,train,train
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89,train,train,train,train,val
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796,train,val,train,train,train
CCC,-1.94,train,val,train,train,train
Nc1cc(nc(N)n1=O)N2CCCCC2,-1.989,train,train,val,train,train
Nc2cccc3nc1ccccc1cc23,-4.22,train,train,train,train,val
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49,val,train,train,train,train
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666,train,train,val,train,train
C1Cc2cccc3cccc1c23,-4.63,train,train,val,train,train
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34,train,train,val,train,train
Brc1ccc(Br)cc1,-4.07,val,train,train,train,train
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82,train,train,train,train,val
Oc1ccc(cc1)c2ccccc2,-3.48,train,train,train,val,train
CC1=C(CCCO1)C(=O)Nc2ccccc2,-2.56,train,val,train,train,train
CCOC=C,-0.85,train,train,train,train,val
CCC#C,-1.24,train,train,val,train,train
COc1ncnc2nccnc12,-1.11,val,train,train,train,train
CCCCC(C)(O)CC,-1.6,train,train,train,train,val
Clc1ccc(Cl)cc1,-3.27,train,train,train,train,val
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47,train,train,train,train,val
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,train,train,train,val,train
Cc1c[nH]c2ccccc12,-2.42,train,train,val,train,train
COc2ncc1nccnc1n2,-1.11,train,train,val,train,train
CNC(=O)Oc1ccccc1C2OCCO2,-1.57,val,train,train,train,train
C1N(C(=O)NCC(C)C)C(=O)NC1,-2.15,train,train,train,val,train
CC#N,0.26,train,train,val,train,train
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7,train,train,train,val,train
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C,-3.59,train,train,val,train,train
ClCC(Cl)(Cl)Cl,-2.18,val,train,train,train,train
CCCCO,0.0,train,train,train,train,val
CC1CCCCC1NC(=O)Nc2ccccc2,-4.11,train,train,val,train,train
Clc1cc(Cl)cc(Cl)c1,-4.48,train,train,val,train,train
O=Cc1ccco1,-0.1,val,train,train,train,train
CC(C)CCO,-0.51,train,train,train,train,val
O=Cc2ccc1OCOc1c2,-1.63,val,train,train,train,train
CC(=C)C,-2.33,train,val,train,train,train
O=Cc1ccccc1,-1.19,val,train,train,train,train
CC(=C)C(=C)C,-2.4,train,train,val,train,train
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71,train,val,train,train,train
O2c1ccccc1N(C)C(=O)c3cccnc23,-3.672,train,val,train,train,train
C1c2ccccc2c3ccccc13,-5.0,train,val,train,train,train
CC1CCCCC1,-3.85,train,val,train,train,train
NC(=N)NS(=O)(=O)c1ccc(N)cc1,-1.99,train,val,train,train,train
COC(=O)c1ccc(O)cc1,-1.827,train,train,val,train,train
CC1CCCO1,0.11,train,val,train,train,train
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,-3.09,val,train,train,train,train
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85,train,train,train,val,train
CCCI,-2.29,val,train,train,train,train
CCNc1nc(NC(C)C)nc(SC)n1,-3.04,train,val,train,train,train
CCCO,0.62,train,train,train,train,val
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,val,train,train,train,train
CCCC(C)O,-0.29,val,train,train,train,train
OC(C(=O)c1ccccc1)c2ccccc2,-2.85,val,train,train,train,train
Cc1ccc(O)c(C)c1,-1.19,train,train,val,train,train
Clc1cccc(c1)N(=O)=O,-2.77,train,val,train,train,train
Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624,train,train,train,val,train
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,-6.57,train,train,val,train,train
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92,val,train,train,train,train
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,train,val,train,train,train
CCC(C)CCO,-0.71,train,train,train,val,train
Cc2ncc1nccnc1n2,-0.12,val,train,train,train,train
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507000000000001,train,val,train,train,train
CCCCI,-2.96,train,train,train,train,val
Brc1ccc2ccccc2c1,-4.4,train,val,train,train,train
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,-4.081,train,train,train,train,val
FC(F)(F)c1ccccc1,-2.51,train,train,train,train,val
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,val,train,train,train,train
c1ccc2c(c1)sc3ccccc23,-4.38,train,train,val,train,train
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,-7.8,train,train,val,train,train
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl,-8.01,train,val,train,train,train
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O,-3.893,train,val,train,train,train
c1ccccc1C(O)C(O)c2ccccc2,-1.93,train,train,train,train,val
COC(=O)c1ccccc1C(=O)OC,-1.66,train,train,train,train,val
CCCCCCCC(=O)OCC,-3.39,train,train,train,train,val
CCSSCC,-2.42,train,train,train,train,val
CCOCCOCC,-0.77,train,val,train,train,train
Clc1cc(Cl)c(Cl)cc1Cl,-5.56,train,train,val,train,train
Nc1ccc(cc1)c2ccc(N)cc2,-2.7,train,val,train,train,train
CCCCCC=C,-3.73,train,train,train,val,train
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,val,train,train,train,train
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39,train,train,train,val,train
Nc1ccccc1Cl,-1.52,train,val,train,train,train
COc1cccc(Cl)c1,-2.78,train,train,train,train,val
CCCCN(CC)C(=O)SCCC,-3.53,train,train,train,train,val
CCCCOC=O,-1.37,train,train,val,train,train
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18,train,train,val,train,train
BrC(Cl)Cl,-1.54,train,train,train,train,val
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O),-3.48,train,val,train,train,train
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11,train,train,train,val,train
Oc1ccc(C=O)cc1,-0.96,train,train,val,train,train
CBr,-0.79,train,train,val,train,train
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,val,train,train,train,train
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839,train,val,train,train,train
CCc1ccc2ccccc2c1,-4.29,train,train,val,train,train
Nc1c(C)c[nH]c(=O)n1,-1.4580000000000002,val,train,train,train,train
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl,-7.92,train,train,train,val,train
c1c(NC(=O)c2ccccc2(I))cccc1,-4.21,train,train,val,train,train
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685,val,train,train,train,train
Fc1ccccc1Br,-2.7,train,train,val,train,train
Oc1ccc(Cl)cc1Cl,-1.55,val,train,train,train,train
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291,val,train,train,train,train
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,-4.16,train,train,train,train,val
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907,train,val,train,train,train
C1CCCC1,-2.64,train,val,train,train,train
Cc1ccccc1N,-2.21,val,train,train,train,train
c1(OC)ccc(CC=C)cc1,-2.92,train,val,train,train,train
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93,train,val,train,train,train
CC(C)C=C,-2.73,val,train,train,train,train
Oc1ccccn1,1.02,train,val,train,train,train
CC,-1.36,train,train,train,train,val
Clc1ccccc1Cl,-3.05,train,train,val,train,train
Sc2nc1ccccc1s2,-3.18,train,val,train,train,train
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-11.6,train,train,train,val,train
COc2c1occc1cc3ccc(=O)oc23,-3.664,train,train,val,train,train
CC(=O)N,1.58,train,val,train,train,train
Cc1cccc2ccccc12,-3.7,train,train,train,val,train
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57,train,train,train,train,val
CC(O)C(C)(C)C,-0.62,train,train,train,val,train
CCCC(=O)OCC,-1.36,train,train,train,val,train
CC2=CC(=O)c1ccccc1C2=O,-3.03,train,train,train,val,train
c1ccc2c(c1)ccc3ccccc32,-5.26,train,train,val,train,train
Cc1ccnc(C)c1,0.38,train,train,train,train,val
CCCCCCCCCO,-3.01,val,train,train,train,train
BrCBr,-1.17,train,train,val,train,train
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,train,train,val,train,train
Cc1ccc2cc(C)ccc2c1,-4.89,train,val,train,train,train
CCSC(=O)N(CC(C)C)CC(C)C,-3.68,train,val,train,train,train
O=N(=O)OCC(CON(=O)=O)ON(=O)=O,-2.22,train,val,train,train,train
Nc1cccc(c1)N(=O)=O,-2.19,train,train,train,train,val
CCCCCl,-2.03,train,train,val,train,train
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl,-4.19,train,train,val,train,train
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445,train,val,train,train,train
Nc3cc2c1ccccc1ccc2c4ccccc34,-6.2,train,train,train,val,train
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955,train,train,train,train,val
CCN2c1ccccc1N(C)C(=S)c3cccnc23,-4.706,train,train,train,val,train
CC1CO1,-0.59,val,train,train,train,train
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796,train,train,train,train,val
CCNC(=S)NCC,-1.46,train,train,val,train,train
Oc1cc(Cl)cc(Cl)c1Cl,-2.67,val,train,train,train,train
CCCCC(=O)OC,-1.34,val,train,train,train,train
Nc1ccccc1,-0.41,train,val,train,train,train
Cc1cccc2c(C)cccc12,-4.678999999999999,train,train,train,train,val
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl,-2.63,train,train,val,train,train
C1=Cc2cccc3cccc1c23,-3.96,val,train,train,train,train
CCCCCOC(=O)CC,-1.28,train,train,train,val,train
CCNc1nc(NC(C)C)nc(OC)n1,-2.084,val,train,train,train,train
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699,train,train,train,train,val
CCBr,-1.09,train,train,train,val,train
CCC#CCC,-1.99,train,train,train,train,val
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,-5.292999999999999,train,train,train,val,train
CCC(=C)C,-2.73,train,train,train,train,val
Oc1cccc2cccnc12,-2.42,train,train,train,train,val
C1CCc2ccccc2C1,-4.37,val,train,train,train,train
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-2.9,train,val,train,train,train
Brc1cc(Br)cc(Br)c1,-5.6,train,train,train,train,val
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,train,train,train,train,val
Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,train,train,train,train,val
COc1cc(CC=C)ccc1O,-1.56,train,train,train,train,val
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.7080000000000002,val,train,train,train,train
c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,train,val,train,train,train
CCOC(C)OCC,-0.43,train,train,train,val,train
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,train,val,train,train,train
CCCCOCCO,-0.42,train,train,train,val,train
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.82,train,train,train,train,val
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402,train,train,train,val,train
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047,train,train,train,val,train
c1ccc2ncccc2c1,-1.3,train,train,val,train,train
COC(=O)c1cc(O)c(O)c(O)c1,-1.24,train,train,train,val,train
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,-1.8,train,train,train,val,train
Clc2ccc1oc(=O)[nH]c1c2,-2.8310000000000004,train,train,val,train,train
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92,train,val,train,train,train
O=C1NC(=O)C(=O)C(=O)N1,-1.25,train,train,train,val,train
ClCCCCl,-1.62,train,train,train,train,val
Fc1cccc(Br)c1,-2.67,train,train,train,val,train
Clc1ccc(Br)cc1,-3.63,train,val,train,train,train
CC(C)C(C)C,-3.65,val,train,train,train,train
CCC=C,-1.94,train,train,val,train,train
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68,train,val,train,train,train
Nc1cc[nH]c(=O)n1,-1.155,train,train,train,val,train
FC(F)(Cl)C(F)(Cl)Cl,-3.04,train,val,train,train,train
CCC#N,0.28,train,train,train,train,val
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,-6.51,train,train,train,val,train
COc1ccccc1N(=O)=O,-1.96,train,train,val,train,train
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12,train,train,val,train,train
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8,train,val,train,train,train
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,train,train,train,train,val
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O,-3.38,train,train,val,train,train
c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899,train,train,val,train,train
OCC(O)CO,1.12,train,train,val,train,train
COc1ccccc1O,-1.96,train,train,train,val,train
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.67,train,train,train,train,val
Cc1c2ccccc2cc3ccccc13,-5.89,train,train,val,train,train
Cc1cc(=O)n(c2ccccc2)n1C,0.715,train,train,train,train,val
CCCCOC,-0.99,train,train,train,val,train
Cc2cnc1cncnc1n2,-0.8540000000000001,train,train,train,val,train
CCNc1nc(Cl)nc(NCC)n1,-4.55,train,train,train,train,val
CN(C)C(=O)C,1.11,train,train,train,val,train
CSc1nc(nc(n1)N(C)C)N(C)C,-2.676,train,val,train,train,train
C=C,-0.4,train,train,val,train,train
CC(C)(C)CCO,-0.5,train,train,train,train,val
O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614,train,train,train,train,val
Oc1ccc(Cl)c(Cl)c1Cl,-2.67,train,val,train,train,train
COc1ccccc1,-1.85,val,train,train,train,train
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53,train,train,val,train,train
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O,-3.85,train,train,val,train,train
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16,val,train,train,train,train
CCc1ccc(C)cc1,-3.11,train,train,train,val,train
CC(C)SC(C)C,-2.24,train,train,train,train,val
O=N(=O)c1cccc(c1)N(=O)=O,-2.29,train,train,train,train,val
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,train,train,val,train,train
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21,val,train,train,train,train
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,-4.21,train,train,train,train,val
Cc1ncc(N(=O)=O)n1CCO,-1.22,val,train,train,train,train
Nc1ccc(Cl)cc1,-1.66,train,train,val,train,train
CCCC(C)(C)CO,-1.52,train,train,train,val,train
c1ccoc1,-0.82,train,train,val,train,train
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,train,train,val,train,train
CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.1710000000000003,train,val,train,train,train
CC(C)(C)c1ccccc1,-3.66,train,train,train,train,val
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27,train,train,train,val,train
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,-4.37,train,val,train,train,train
CCCOC,-0.39,train,val,train,train,train
CC(C)OC(=O)C,-0.55,val,train,train,train,train
Brc1ccccc1,-2.55,val,train,train,train,train
CCOC(=O)c1ccc(O)cc1,-2.35,train,train,val,train,train
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071000000000001,val,train,train,train,train
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.37,train,train,val,train,train
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332,train,val,train,train,train
O=c1[nH]cnc2[nH]ncc12,-2.266,train,train,train,train,val
ClC=C,-1.75,val,train,train,train,train
CN(C)C(=O)C(c1ccccc1)c2ccccc2,-2.98,train,val,train,train,train
BrC(Br)(Br)Br,-3.14,train,train,val,train,train
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23,-4.871,train,val,train,train,train
O=C1NC(=O)c2ccccc12,-2.61,val,train,train,train,train
