SMILES,logP,fold_0,fold_1,fold_2,fold_3,fold_4
NCCc1ccccc1,-0.2823811698,train,train,train,train,val
CC1(C)CC(O)CC(C)(C)N1[O],0.5627035438,train,val,train,train,train
[Na+].Cc1cccc2n[n-]nc12,0.6051674279,train,train,val,train,train
O=C1CCC(=O)O1,-0.2016662739,val,train,train,train,train
[Ca++].CCC([O-])=O.CCC([O-])=O,-0.4769347221,train,train,train,val,train
OCC(CO)(CO)CO,-0.3416163866,train,train,train,val,train
CC(C)C(=O)OC(=O)C(C)C,0.5917902317,val,train,train,train,train
[Na+].[O-]C(=O)[C@@H]1CCC(=O)N1,0.6082046329,train,train,val,train,train
[Na+].[Na+].CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S]([O-])(=O)=O)c5ccccc5[S]([O-])(=O)=O,-0.1131580367,train,train,train,val,train
[Na+].[Na+].[O-][P](=O)=O,0.6893014740000001,train,train,val,train,train
CC1(C)C(O)C(C)(C)C1O,-0.3736775878,train,train,train,train,val
[K+].[K+].[K+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.2961937852,train,train,train,val,train
OCCOCCOCCCNc1ccc(NCCCOCCOCCO)c2C(=O)c3ccccc3C(=O)c12,0.0571886956,val,train,train,train,train
CC(O)=O,1.0017178079,train,train,train,val,train
OC(=O)CCC(=O)C(O)=O,0.6148800726,train,train,train,train,val
[Na+].[Na+].[O-][S](=O)(=O)CCCSSCCC[S]([O-])(=O)=O,0.2286526355,train,train,train,train,val
CC(=C)C=O,-0.0675110058,train,train,train,train,val
CC(C)C=O,-0.0798261768,train,train,train,train,val
CC(C)O[P](S)(=S)OC(C)C,-0.5528547078,train,train,train,train,val
CNC(=O)C(C)(C(C)C)C(C)C,-1.3948677058,train,train,train,val,train
ClC(Cl)=O,-1.1608458422,train,train,val,train,train
OC(=O)CC1(CCCCC1)CC(O)=O,-1.4722340504,train,val,train,train,train
[Sr],-1.1139433523,val,train,train,train,train
NC(=O)CC[C@H](NC(=O)C[NH3+])C([O-])=O,-0.194310278,train,train,train,train,val
[Li].[Na].[K].CC(C)(C)c1ccc(cc1)[S](=O)(=O)Nc2ccc3cc(ccc3c2)[S](=O)(=O)c4cc5N=C6C(=C7Oc8c(ccc(N)c8[S](O)(=O)=O)N=C7C(=C6Oc5c(c4N)[S](O)(=O)=O)Cl)Cl,-2.1807658976,train,val,train,train,train
CCSC,-1.0569732819,train,val,train,train,train
O=Cc1ccccc1,-1.2095723109,train,train,val,train,train
CCC(C)(OO)OOC(C)(CC)OO,-1.5077732457,train,train,train,train,val
CN[C@@H](C)[C@@H](O)c1ccccc1,-1.4051913165,train,val,train,train,train
CCOC(=O)C(C)C,-1.2554968887,train,train,train,train,val
S=[Sr],0.0036602887,train,val,train,train,train
O=C1OC(=O)c2ccccc12,-1.3644249332,train,train,train,train,val
Cl\C=C\Cl,-1.1871803856999998,train,train,train,train,val
c1ccc2ncccc2c1,-1.325093551,train,train,train,val,train
CC(=O)c1ccccc1.CC(C)(O)c2ccccc2.Oc3ccccc3,-1.7593061432,val,train,train,train,train
[Na+].[Na+].Nc1c2C(=O)c3ccccc3C(=O)c2c(cc1[S]([O-])(=O)=O)c4cc(c(N)c5C(=O)c6ccccc6C(=O)c45)[S]([O-])(=O)=O,-2.0301800533,train,train,val,train,train
CCN1CCCCC1,-1.2757105223,val,train,train,train,train
Cc1ccc(N)c(c1)[S](O)(=O)=O,-1.4942009905000002,train,train,train,val,train
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O.C2CN=C(N2)c3ccccc3.C4CN=C(N4)c5ccccc5,-1.9594675236,train,train,train,train,val
O=C1NCCN1,0.8402733738,val,train,train,train,train
[O--].[O--].[O--].[Fe+3].[Fe+3],-3.7261483073,train,train,train,val,train
[NH3+]O.[NH3+]O.[O-][S]([O-])(=O)=O,0.553426318,train,train,train,train,val
[Cl-].[Cl-].[Co++],0.654418336,val,train,train,train,train
[K+].O[P](O)(O)=O,0.6286564425,train,train,val,train,train
[K+].CCCCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O,-0.8308225768999999,train,train,val,train,train
CC(=O)OCC(COC(C)=O)OC(C)=O,-0.5754367043,train,train,train,val,train
CC1(C)CO1,-0.0945494336,train,train,train,train,val
CCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-0.6586987459,train,train,val,train,train
OC(=O)CC(O)(CC(O)=O)C(O)=O,0.4768431239,train,train,val,train,train
Nc1[nH]ncn1,0.8326929954000001,train,train,train,train,val
OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O,0.3403663284,train,val,train,train,train
[Na+].OC(=O)CC(O)(CC(O)=O)C([O-])=O,0.4252480461999999,train,val,train,train,train
[Na+].[Na+].Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc4ccc(NC(=O)C(Br)=C)cc4[S]([O-])(=O)=O)cc1[S]([O-])(=O)=O,-1.0618038915,train,train,train,val,train
[Na+].[Na+].NC(=O)CCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCC(N)=O)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-1.2475609958,train,train,val,train,train
OC1COC(O)C(O)C1O,0.5778808511,train,val,train,train,train
CC(C)(CO)C(O)C(=O)NCCCO,0.4376764540999999,val,train,train,train,train
OC(C(O)C(O)=O)C(O)=O,0.5718478438,train,val,train,train,train
O[P](O)(=O)CN(CCCCCCN(C[P](O)(O)=O)C[P](O)(O)=O)CCCCCCN(C[P](O)(O)=O)C[P](O)(O)=O,-0.0877655775,train,train,train,val,train
[K+].O[C@H]([C@@H](O)C([O-])=O)C(O)=O,0.4736237943999999,train,train,val,train,train
COC(=O)CC(C(C)=O)C(=O)OC,-0.5248348408,train,train,train,val,train
N.N.N.N.[Pd++].OC([O-])=O.OC([O-])=O,-0.7223996879000001,train,train,val,train,train
C(CCOCC1CO1)COCC2CO2,-0.5608137387,train,val,train,train,train
[Cl-].[Cl-].[Pd++],-0.5036976261,train,train,val,train,train
[Na+].[SH-],0.990088732,train,train,train,val,train
NCCC(O)=O,0.7865480445999999,train,train,train,val,train
[H+].[H+].[Cl-].[Cl-].CNc1nc(OC)ccc1N,0.3819230911,val,train,train,train,train
CCC(C)NCCO,0.6667009336999999,train,train,val,train,train
OC(=O)CC(O)(CC(O)=O)C(O)=O.C1CNCCN1,0.2879414183,train,train,train,val,train
[Na+].[Na+].[O-][S](=O)O[S]([O-])=O,0.4533910824,train,train,train,val,train
CN=C(NCC1CCOC1)N[N+]([O-])=O,-0.5694147178,train,train,train,train,val
CCOCCC(=O)OCC,-0.4317085178,train,train,val,train,train
CNC1CCCCC1,-0.3214680129,train,train,val,train,train
COC(=O)CC#N,-0.2636316857,train,train,train,train,val
[Na+].OCC[S]([O-])(=O)=O,0.5569422141,train,train,train,train,val
CC[N+](CC)(CC)CC.[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.0721808988,val,train,train,train,train
[Na+].[Na+].CCCCCCCC/C=C/CCCCCCCCOC(=O)C(CC([O-])=O)[S]([O-])(=O)=O,-0.962426912,val,train,train,train,train
CCOC(=O)CC#N,-0.3276124069,val,train,train,train,train
[Na+].[Na+].COc1cc(c(OC)cc1N=NC2C(=NN(C2=O)c3ccc(cc3)[S]([O-])(=O)=O)C)[S](=O)(=O)CCO[S]([O-])(=O)=O,-0.0898430335,val,train,train,train,train
[Na+].[Na+].OC(=O)C(O)(CC([O-])=O)CC([O-])=O,0.3454130072,train,val,train,train,train
CC(CCC#N)C#N,-0.3155007402,train,val,train,train,train
CCCCOCC(C)O,-0.4052379668,train,train,train,train,val
O=C1OC=CO1,0.7770765429000001,train,val,train,train,train
[Na+].CCC(C)OC(S)=S,0.4688768793,train,val,train,train,train
CC(O)c1cc(N)ccc1N.[O-][S]([O-])(=O)=O,-0.6856367901,train,train,train,train,val
Cc1ncoc1C#N,-0.324555733,train,train,val,train,train
[Cd++].O[N+]([O-])=O.O[N+]([O-])=O,0.3276361318,train,train,val,train,train
[Na+].CCOC([S-])=S,0.5443381649,val,train,train,train,train
[Cl-].[Cl-].[NH3+]CCCCCCCC[NH3+],0.3621421768,train,train,train,train,val
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@H]2C[NH2+]1,-2.1616093611,train,val,train,train,train
OCCCCCCO,1.6264407184,train,val,train,train,train
CN(C)CCOC(=O)C(C)=C,0.5024815492,train,train,val,train,train
[Na+].[Na+].OC(C(O)C([O-])=O)C([O-])=O,0.4110563572999999,val,train,train,train,train
CCO[P](=O)(OCC)OCC,0.4385265234,train,train,train,train,val
OC(=O)C1CCC(=O)N1,-0.4042589172,train,val,train,train,train
CCCC=O,-0.1590074228,val,train,train,train,train
C1CCSC1,-1.1819174748,val,train,train,train,train
CC(=O)Oc1ccccc1,-1.3735951622999998,val,train,train,train,train
CCCl,-1.0507488092,train,train,train,val,train
Clc1cc(Cl)ncn1,-1.4172531143,train,val,train,train,train
[Na+].[Na+].[Na+].CC(=O)C(N=Nc1ccc(cc1)N=Nc2c(N)c3c(cc2[S]([O-])(=O)=O)C=C(\C(=N/Nc4ccc(c5ccccc45)[S]([O-])(=O)=O)C3=O)[S]([O-])(=O)=O)C(=O)Nc6ccccc6,-2.2180283184,train,val,train,train,train
Cc1ccc(N)c(C)c1,-1.3352536727,val,train,train,train,train
Nc1ccccc1Cl,-1.3575741458,train,val,train,train,train
N[P](N)(=O)Oc1ccccc1,-1.4876534031,train,train,val,train,train
[Na+].CCOc1cccc2C(=O)c3c(Nc4ccccc4[S]([O-])(=O)=O)ccc(NC5CCCCC5)c3C(=O)c12,-1.9878367861,train,train,train,train,val
CC(CN)CCCN,-1.3272487005,train,train,train,train,val
CN1C(=CC(=O)N(C)C1=O)N,-1.4535787311,val,train,train,train,train
C/C=C/CCC1CCCC(=O)O1,-1.4887262913,train,train,train,train,val
[K+].F[B-](F)(F)F,-1.3676388693,train,train,train,val,train
CCCOC(=O)C(/O)=C/Oc1ccccc1,-1.6225463588,train,train,train,train,val
NC1=CC(=O)N=C(N)N1,-1.378146596,train,val,train,train,train
Cc1ccc(N)c(Cl)c1O,-1.4815528695,train,train,train,train,val
[N-]=[N+]=C1C(=O)NC(=O)NC1=O,-1.4717570191,train,val,train,train,train
CC(COCC(C)OC(=O)C=C)OC(=O)C=C,-1.6682980883,val,train,train,train,train
OC(=O)c1ccncc1,-1.3759670992,train,train,val,train,train
OC1CSC(O)CS1,-1.4690382322,val,train,train,train,train
CC(=O)CCCCCl,-1.4155738757,train,train,train,val,train
CC1=NN(C(=O)C1)c2ccc(cc2)[S](O)(=O)=O,-1.6926402974,val,train,train,train,train
Cc1ccccc1[S](N)(=O)=O,-1.5259868531,val,train,train,train,train
CC1CC(NC(N)=O)NC(=O)N1,-1.5314234319,train,train,train,val,train
Cc1cc(N)ccc1N.O[S](O)(=O)=O,-1.641347932,val,train,train,train,train
Nc1cccc(c1)C(F)(F)F,-1.5081956214,train,train,val,train,train
NC1CCC(CC1)CC2CCC(N)CC2,-1.6240034803,train,val,train,train,train
COc1ccc(OC)c(NC(C)=O)c1,-1.5915498548,train,train,val,train,train
[K+].CC(C)c1ccc(cc1)[S]([O-])(=O)=O,0.3208872115,train,train,train,train,val
[NH4+].O.NC([O-])=O,0.7115939977,val,train,train,train,train
[Na+].CC(C)c1ccc(cc1)[S]([O-])(=O)=O,0.3460227367,train,train,train,val,train
CO[S]([O-])(=O)=O.C[N+](C)(C)CCCNC(=O)CCCCCCCCC=C,0.0940632128999999,train,train,train,val,train
O.O.O.O.O.O.O.O.O.O.[Na+].[Na+].[O-]B(OB=O)OB([O-])OB=O,-0.8846418846999999,train,train,train,val,train
Nc1ncccc1O,-0.3461061519,train,train,train,val,train
C=CN1CCCCCC1=O,-0.4507860761,train,train,train,train,val
CC(=O)OC\C=C(/C)C=O,-0.4607939818,train,train,val,train,train
OB(O)O,-0.0992552152,train,val,train,train,train
[Ca++].[Ca++].[Ca++].[O-]B([O-])[O-].[O-]B([O-])[O-],-0.6843417048,val,train,train,train,train
[K].OB(O)O,-0.3120594734,train,val,train,train,train
CCC(CO)(CO)C(O)=O,0.5168038544,val,train,train,train,train
[Pb++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.1665354510999999,val,train,train,train,train
[Na+].[Na+].[Na+].OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.1444215392,train,train,train,val,train
[Na+].[Na+].OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-1.29966008,train,train,val,train,train
[Zn++].CC(O)C([O-])=O.CC(O)C([O-])=O,-0.7035054304999999,train,train,train,val,train
CC(C)CC(O)=O,-0.3279248515,train,train,train,val,train
[Li+].[Li+].[Li+].O.O.O.O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.2218764714,train,val,train,train,train
CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C(C)C)C(O)=O,-2.7359260939,train,train,train,val,train
OCCN(CCO)c1ccccc1,-0.5833809314,train,val,train,train,train
CCOC(=O)OC,-0.3444506814,train,train,train,val,train
[Mg++].[Cl-].[Cl-],0.6922078268999999,train,val,train,train,train
NCCCCCCN.OC(=O)CCCCC(O)=O,0.2513647845,val,train,train,train,train
[O-][S]([O-])(=O)=O.O=[V++],0.4571186188,train,train,train,val,train
[Li+].O.O.O.[O-][Cl](=O)(=O)=O,0.4612188619,train,train,train,train,val
[K+].[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.8645162178,train,train,val,train,train
[Cl-].CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C,-0.9467714818,train,train,val,train,train
CCN(CCO)c1ccc(cc1)N=Nc2sc3cc(OC)ccc3[n+]2C.CO[S]([O-])(=O)=O,-1.0208150872,val,train,train,train,train
CCCCOC(=O)CO,-0.4583389122,val,train,train,train,train
COC(=O)CCl,-0.372767961,train,train,val,train,train
[Cl-].[Cl-].[Cd++],0.3967110896,train,train,train,val,train
[Na+].[O-][S](=O)(=O)CCBr,0.332748699,train,train,val,train,train
Oc1ccccc1O,0.6123418909,train,train,train,val,train
CCN(O)CC,0.7036319098,val,train,train,train,train
NC(N)=N.NC(N)=N.OC(O)=O,0.3975348561999999,train,train,train,train,val
[Li+].CC([O-])=O,0.8337672926999999,val,train,train,train,train
CC(=C)C(=O)OCCOC(=O)CCC(O)=O,-0.706708916,train,train,train,train,val
[Cl-].CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O.[H+],-1.0469016509,train,train,train,train,val
CCC(C)C(O)=O,-0.3559535751,train,train,train,val,train
[Fe+3].[Fe+3].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O,1.0415240791,train,train,val,train,train
[Zn++].[Br-].[Br-],1.2977429939,train,train,train,val,train
[Na+].[Na+].[Na+].[Na+].[Na+].[Cr+3].Nc1nc(Cl)nc(Nc2cc(cc3cc(c(N=Nc4cc(ccc4[O-])[N+]([O-])=O)c([O-])c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n1.Nc5nc(Cl)nc(Nc6cc(cc7cc(c(N=Nc8cc(ccc8[O-])[N+]([O-])=O)c([O-])c67)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n5,-0.4949751746,train,train,val,train,train
[Na+].Cc1ccc(OCCC[S]([O-])(=O)=O)c(c1)[N+]([O-])=O,0.1703103591,train,train,train,train,val
Cl.Cl.CCCCC1=NC2(CCCC2)C(=O)N1.CCCCC3=NC(=O)C4(CCCC4)N3,-1.019613944,val,train,train,train,train
[Na+].[Na+].[Na+].CCN(c1ccccc1)c2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccccc5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2,-0.2667452841,train,train,train,train,val
[Cl-].[Cl-].[Zn++],0.5010006364,train,val,train,train,train
CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O,-0.7420620876999999,train,train,val,train,train
CCN(CC)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.CC([O-])=O,-0.9604187817,train,train,train,train,val
CCN(CC)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.O[P](O)([O-])=O,-1.0004895677,train,train,train,train,val
[Na].OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(O)=O)c1O,-0.9807588825,train,train,train,train,val
N.N.O[C@H]([C@@H](O)C(O)=O)C(O)=O,0.3662767625999999,train,train,val,train,train
Cc1ncc(CN)c(N)n1,0.4903065627,train,train,train,val,train
[Mn++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,1.377095201,train,val,train,train,train
CN(C)CCCNCCCN(C)C,0.3558508036,train,train,val,train,train
[H+].[H+].[Cl-].[Cl-].Nc1ccc(OCCO)c(N)c1,0.2461592973999999,val,train,train,train,train
[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0.2166530911,train,train,train,val,train
O.O.O.O.O.O.O.O.O.[Al+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N](=O)=O,-0.9408131942,train,val,train,train,train
[F-].[Na+],-0.0021872624,val,train,train,train,train
C[C@H](N)c1ccccc1,-0.4601924093,train,val,train,train,train
[Na+].COC(=O)c1ccc([O-])cc1,0.3803001877,val,train,train,train,train
[Na+].NC(CCC(O)=O)C([O-])=O,0.3919616292,train,train,train,val,train
[Na+].[N-]=[N+]=[N-],0.8040134946999999,train,train,train,val,train
[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.024802502,train,train,train,val,train
[NH4+].[NH4+].[O-]C(=O)C([O-])=O,-0.4725815013,train,train,train,train,val
N[C@@H](CCC(N)=O)C(O)=O,-0.5483114193999999,train,train,train,val,train
CC[C@H](C)[C@H](N)C(O)=O,-0.5029538568,val,train,train,train,train
[H+].[Cl-].OCCNc1ccc2OCOc2c1,0.2728975009,train,train,train,val,train
O=C1OC(=O)C=C1,0.6181158071,train,val,train,train,train
[Na+].[Na+].[O-]C([O-])=O,0.581124668,train,train,train,val,train
[Na+].[Na+].OCCNc1nc(NCCO)nc(Nc2ccc3C(=O)C(=N/Nc4ccc(cc4)N=Nc5ccc(cc5)[S]([O-])(=O)=O)\C(=Cc3c2)[S]([O-])(=O)=O)n1,-0.2836980196999999,val,train,train,train,train
C[C@H]1CO1,0.8380333836,train,train,val,train,train
[Na+].[Na+].Cc1ccc2nc(sc2c1[S]([O-])(=O)=O)c3ccc(cc3)N=Nc4ccc(cc4)c5sc6c(ccc(C)c6[S]([O-])(=O)=O)n5,-1.2223096235,val,train,train,train,train
CCOCCCC(C)OCCOCC(C)CO,-0.790860844,train,val,train,train,train
CC(N)c1ccccc1,-0.4813817083,train,train,val,train,train
[K+].[K+].[Zn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.237458201,train,train,train,val,train
CCCCNC(=O)OCCOC(=O)C=C,-1.6348405969,train,val,train,train,train
[H+].[Cl-].NNc1ccc(Cl)cc1,-1.5636654662,val,train,train,train,train
Cc1cc(C)cc(N)c1,-1.4022004623,val,train,train,train,train
[Na+].[Co+3].N[S](=O)(=O)c1ccc([O-])c(c1)N=Nc2c([O-])ccc3ccccc23.N[S](=O)(=O)c4ccc([O-])c(c4)N=Nc5c([O-])ccc6ccccc56,-2.2022038482,train,val,train,train,train
CC1(C)CC(=O)CC(C)(C1)C#N,-1.5404977204,train,train,train,val,train
[H+].[Cl-].OC1(CCNCC1)c2ccc(Cl)cc2,-1.7207775313,val,train,train,train,train
[NH3+][C@@H](C([O-])=O)c1ccccc1,-1.5082784056999998,train,train,val,train,train
CCCCCCCCN.CCCCO[P](S)(=O)OCCCC,-1.8796973024,train,train,train,val,train
CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,-1.7188473974,val,train,train,train,train
CC(=O)CCc1ccc(O)cc1,-1.5520409413,train,train,val,train,train
ClC(Cl)(Cl)[2H],-1.417811305,train,train,train,val,train
Nc1cc(Cl)nc(C(O)=O)c1Cl,-0.0042500518,train,train,train,val,train
OCCNc1ccc(cc1[N+]([O-])=O)N(CCO)CCO,-1.7953855716,train,train,train,train,val
[F-].[Al+3].[K+],-1.269901072,train,val,train,train,train
[Al+3].CCCC[O-].CCCC[O-].CCCC[O-],-1.7373354758,val,train,train,train,train
Oc1ccc(Cl)cc1Cl,-1.5589830837,train,val,train,train,train
[Na+].[Na+].[Na+].[Na+].Nc1ccc(cc1[S]([O-])(=O)=O)N=Nc2ccc(N=Nc3ccc(N\N=C/4C(=O)c5ccc(NC(=O)c6ccccc6)cc5C=C4[S]([O-])(=O)=O)c7ccc(cc37)[S]([O-])(=O)=O)c8ccc(cc28)[S]([O-])(=O)=O,-2.3935953584,train,train,train,val,train
COC(=O)C=C(C)C,-1.4140004112,train,val,train,train,train
[Na+].[Na+].[Na+].[Na+].[Na+].COc1cc(N=Nc2cc(cc3cc(cc(O)c23)[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(C)cc1N=Nc4c(O)c5c(Nc6nc(Nc7ccccc7)nc(Nc8ccc(cc8)N=Nc9ccc(O)c(c9)C([O-])=O)n6)cc(cc5cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O,-2.4833879664,val,train,train,train,train
CC1=NN(C(=O)C1)c2cccc(c2)[S](O)(=O)=O,-1.7718215434,train,train,val,train,train
CC(=O)OCC=C(C)C,-1.4743213171,train,val,train,train,train
CCCCCCCC(=O)N(C)C,-1.6002483409,val,train,train,train,train
CCCCCC(C)=O,-1.4333383705,train,train,val,train,train
CCCC(C)C=O,-1.3774493615,val,train,train,train,train
O=C1OC(=O)C2CCCCC12,-1.5647364969,train,train,train,train,val
CCC(CO)(COCC=C)COCC=C,-1.7182484471,train,train,train,val,train
CCCCNCCCC,-1.5039654481,train,train,train,val,train
CC(COCC(C)OC(=O)C=C)OCC(C)OC(=O)C=C,-1.8755690909,train,train,val,train,train
C[C@@H]1CO1,0.8380333836,train,train,val,train,train
CCCCN(CCO)CCCC,-1.6367385713999998,val,train,train,train,train
[Na+].CN(C)C(=S)SCCC[S]([O-])(=O)=O,0.1779035996,train,train,train,val,train
[Na+].[Na+].[Na+].[Na+].COc1ccc(cc1N\N=C/2C(=O)c3c(N)c(N=Nc4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O)c(cc3C=C2[S]([O-])(=O)=O)[S]([O-])(=O)=O)[S](=O)(=O)CCO[S]([O-])(=O)=O,-0.4161044822999999,train,val,train,train,train
Cc1ccc(cc1N)C(N)=O,-0.5767319197,train,val,train,train,train
OCc1scnc1,0.5257355357,train,val,train,train,train
CC(=O)N1C[C@@H](O)C[C@H]1C([O-])=O,0.3449927217,train,train,train,train,val
[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)OCC[S](=O)(=O)c1ccc2c(ccc(N\N=C/3C(=O)c4c(NC(=O)c5ccccc5)cc(cc4C=C3[S]([O-])(=O)=O)[S]([O-])(=O)=O)c2[S]([O-])(=O)=O)c1,-0.3893149412,train,val,train,train,train
[Na].[Na].[Na].[Na].CNc1ccc(/C=C/c2ccc(Nc3nc(Nc4ccc(cc4)[S]([O-])(=O)=O)nc(n3)N5CCOCC5)cc2[S]([O-])(=O)=O)c(c1)[S]([O-])(=O)=O.Cc6nc(Nc7ccc(cc7)[S]([O-])(=O)=O)nc(n6)N8CCOCC8,-0.4843358104999999,train,train,train,val,train
[I-].C[S+](C)(C)=O,-0.7568844320999999,train,val,train,train,train
Cc1ccc(N)cc1N,-0.5071845321,train,train,train,val,train
Cc1cc(N)ccc1N,-0.5071845321,val,train,train,train,train
O.O.O.O.O.O.O.[Co++].[O-][S]([O-])(=O)=O,0.1271332296,train,val,train,train,train
[Na+].CN(C)C([S-])=S,0.4168921924,train,val,train,train,train
CCN(CC)c1ccc(cc1)[C+](c2ccc(cc2)N(CC)CC)c3ccc(cc3)N(CC)CC.CC([O-])=O,-0.1395608978999999,val,train,train,train,train
[NH4+].[Cl-],0.8422541039,train,train,train,val,train
[Cl-].Nc1cn(n[o+]1)N2CCOCC2,0.1471983169,val,train,train,train,train
CCCCOC(=O)\C=C/C(O)=O,-0.6677809794,train,val,train,train,train
Cc1ccc(NCCO)cc1O,-0.6550553282,train,train,train,val,train
[Na+].[Na+].COc1cc(c(C)cc1N=NC2C(=NN(C2=O)c3ccc(cc3)[S]([O-])(=O)=O)C)[S](=O)(=O)CCO[S]([O-])(=O)=O,-0.2390039262,train,train,train,train,val
OC1CNC(C1)C(O)=O,0.4399221153,train,train,train,val,train
[Na+].Cc1ccc(cc1N)C(=O)Nc2ccc(cc2)[S]([O-])(=O)=O,-0.9492775868,train,train,val,train,train
CCOC(=O)C(C)C=C,-1.5763108556999998,train,train,train,val,train
CNC(=S)NN,-0.465572855,train,train,train,val,train
[Cl-].[K+],0.6777748798000001,train,train,val,train,train
O[S](=O)(=O)c1ccc2ccccc2c1,0.230443278,train,train,val,train,train
COC(=O)CC(=C)C(=O)OC,-0.653770318,train,train,train,val,train
OCCOCCOc1ccccc1,-0.7165256146,val,train,train,train,train
CC(CCCC(C)(C)O)CC=O,-0.6921365673000001,val,train,train,train,train
CCCNCCC,-0.461082427,val,train,train,train,train
Nc1ccccc1,-0.4250168953,train,train,train,train,val
[Na+].OC(=O)c1cc(cc(c1)[S]([O-])(=O)=O)C(O)=O,0.1093959475,train,train,train,val,train
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1cc(Nc2nc(Cl)nc(Nc3ccc(Nc4nc(Cl)nc(Nc5cc(cc6C=C(/C(=N/Nc7ccccc7[S]([O-])(=O)=O)C(=O)c56)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n4)cc3)n2)c8C(=O)C(=N/Nc9ccccc9[S]([O-])(=O)=O)\C(=Cc8c1)[S]([O-])(=O)=O,-0.6303809029,val,train,train,train,train
[Br-].C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,-0.0189230333,train,train,val,train,train
[Cl-].C[n+]1ccccc1,0.4201828890999999,train,train,train,val,train
[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(F)nc(NCCOCC[S](=O)(=O)C=C)n2)ccc1N=Nc3cc4c(cc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O,-0.4145597239,train,train,val,train,train
CCc1nccnc1C,0.4445107882999999,train,train,train,val,train
[H+].[Cl-].NO,0.6895503556999999,train,val,train,train,train
C=CC(=O)NCNC(=O)C=C,-0.6552426764,train,train,train,val,train
OC[C@H](O)[C@@H](O)[C@H](O)C(=O)C(O)=O,0.2373207652,train,val,train,train,train
C[N+]1([O-])CCOCC1,0.4563099285,train,val,train,train,train
[NH3+]CCO.[NH3+]CCO.[NH3+]CCO.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,-0.0501601163999999,train,train,val,train,train
